,pdb,natoms,parKVFinder_01,parKVFinder_02,parKVFinder_04,parKVFinder_08,parKVFinder_12,parKVFinder_16,parKVFinder_20,parKVFinder_24,pyKVFinder_01,pyKVFinder_02,pyKVFinder_04,pyKVFinder_08,pyKVFinder_12,pyKVFinder_16,pyKVFinder_20,pyKVFinder_24,pyKVFinder-depth_01,pyKVFinder-depth_02,pyKVFinder-depth_04,pyKVFinder-depth_08,pyKVFinder-depth_12,pyKVFinder-depth_16,pyKVFinder-depth_20,pyKVFinder-depth_24,pyKVFinder-hydropathy_01,pyKVFinder-hydropathy_02,pyKVFinder-hydropathy_04,pyKVFinder-hydropathy_08,pyKVFinder-hydropathy_12,pyKVFinder-hydropathy_16,pyKVFinder-hydropathy_20,pyKVFinder-hydropathy_24
321,2HTI_A,939,2.8059,1.6513,0.9445,0.7563,0.6861,0.6343,0.5953,0.5665,2.509,1.5646,1.0967,0.9292,0.8034,0.738,0.6944,0.6575,2.509,1.5646,1.0967,0.9292,0.8034,0.738,0.6944,0.6575,2.509,1.5646,1.0967,0.9292,0.8034,0.738,0.6944,0.6575
322,2HYI_B,730,2.2015,1.2585,0.7371,0.5696,0.5173,0.4722,0.4483,0.4206,2.0341,1.2634,0.8977,0.7802,0.6775,0.6457,0.591,0.6106,2.0341,1.2634,0.8977,0.7802,0.6775,0.6457,0.591,0.6106,2.0341,1.2634,0.8977,0.7802,0.6775,0.6457,0.591,0.6106
323,2HYJ_A,1474,3.4873,2.0878,1.2464,0.9514,0.8396,0.7835,0.7541,0.7247,3.0708,1.8814,1.2204,1.0271,0.9062,0.8228,0.7967,0.742,3.0708,1.8814,1.2204,1.0271,0.9062,0.8228,0.7967,0.742,3.0708,1.8814,1.2204,1.0271,0.9062,0.8228,0.7967,0.742
324,2I0Z_A,3192,7.3256,4.6671,2.8596,2.2716,2.039,1.959,1.9366,1.855,5.8186,3.7621,2.5162,2.1211,1.8358,1.6179,1.4993,1.3964,5.8186,3.7621,2.5162,2.1211,1.8358,1.6179,1.4993,1.3964,5.8186,3.7621,2.5162,2.1211,1.8358,1.6179,1.4993,1.3964
325,2I5B_A,2018,4.2455,2.6345,1.5993,1.2605,1.1435,1.1329,1.0929,1.0587,3.6051,2.2588,1.4309,1.2085,1.0684,0.98,0.8989,0.8761,3.6051,2.2588,1.4309,1.2085,1.0684,0.98,0.8989,0.8761,3.6051,2.2588,1.4309,1.2085,1.0684,0.98,0.8989,0.8761
326,2IEG_B,6522,13.6904,9.6563,7.1983,6.2838,5.8095,5.7089,5.5718,5.5438,8.9329,5.511,3.48,2.8819,2.4734,2.2893,2.1698,2.0425,8.9329,5.511,3.48,2.8819,2.4734,2.2893,2.1698,2.0425,8.9329,5.511,3.48,2.8819,2.4734,2.2893,2.1698,2.0425
327,2IEL_A,1014,2.9376,1.7349,1.0172,0.7416,0.6569,0.6281,0.5789,0.5598,2.6476,1.6279,1.0853,0.9524,0.8329,0.7593,0.7302,0.6844,2.6476,1.6279,1.0853,0.9524,0.8329,0.7593,0.7302,0.6844,2.6476,1.6279,1.0853,0.9524,0.8329,0.7593,0.7302,0.6844
328,2IHR_1,2792,10.1811,6.1472,3.9115,3.1369,2.7959,2.6084,2.4945,2.4669,7.7027,4.8735,3.277,2.799,2.4891,2.2462,2.106,2.019,7.7027,4.8735,3.277,2.799,2.4891,2.2462,2.106,2.019,7.7027,4.8735,3.277,2.799,2.4891,2.2462,2.106,2.019
329,2IJE_S,1934,5.5259,3.4353,1.9671,1.5344,1.391,1.3058,1.2628,1.2059,4.5045,2.809,1.8723,1.6155,1.4349,1.2792,1.2026,1.1857,4.5045,2.809,1.8723,1.6155,1.4349,1.2792,1.2026,1.1857,4.5045,2.809,1.8723,1.6155,1.4349,1.2792,1.2026,1.1857
330,2IN5_A,1558,3.9876,2.4835,1.5335,1.2294,1.1386,1.0848,1.0402,1.0003,3.3194,2.0459,1.3798,1.1491,1.0143,0.9104,0.83,0.7993,3.3194,2.0459,1.3798,1.1491,1.0143,0.9104,0.83,0.7993,3.3194,2.0459,1.3798,1.1491,1.0143,0.9104,0.83,0.7993
331,2IOJ_A,903,2.1492,1.2452,0.7606,0.5984,0.5293,0.4928,0.4701,0.4525,2.0305,1.267,0.8818,0.7544,0.6728,0.6473,0.5907,0.5745,2.0305,1.267,0.8818,0.7544,0.6728,0.6473,0.5907,0.5745,2.0305,1.267,0.8818,0.7544,0.6728,0.6473,0.5907,0.5745
332,2IP6_A,702,1.8097,1.0148,0.6164,0.4485,0.3956,0.3649,0.3475,0.336,1.78,1.1267,0.823,0.6553,0.591,0.5791,0.5446,0.5322,1.78,1.1267,0.823,0.6553,0.591,0.5791,0.5446,0.5322,1.78,1.1267,0.823,0.6553,0.591,0.5791,0.5446,0.5322
333,2IQX_B,1453,2.9011,1.7539,1.1037,0.8361,0.7382,0.7012,0.6739,0.652,2.6724,1.6235,1.1026,0.881,0.805,0.7534,0.6901,0.6741,2.6724,1.6235,1.1026,0.881,0.805,0.7534,0.6901,0.6741,2.6724,1.6235,1.1026,0.881,0.805,0.7534,0.6901,0.6741
334,2IXC_A,1542,3.9614,2.435,1.4734,1.1786,1.0322,0.9733,0.9275,0.901,3.3309,2.0345,1.3212,1.137,1.0326,0.9219,0.8676,0.835,3.3309,2.0345,1.3212,1.137,1.0326,0.9219,0.8676,0.835,3.3309,2.0345,1.3212,1.137,1.0326,0.9219,0.8676,0.835
335,2IZZ_A,1969,5.2836,3.2327,1.9964,1.5802,1.3655,1.2846,1.2247,1.1907,4.27,2.6372,1.681,1.3726,1.3198,1.1586,1.0999,1.0705,4.27,2.6372,1.681,1.3726,1.3198,1.1586,1.0999,1.0705,4.27,2.6372,1.681,1.3726,1.3198,1.1586,1.0999,1.0705
336,2J1R_B,1078,2.1817,1.2588,0.7893,0.5867,0.545,0.5118,0.4876,0.4712,2.1249,1.3131,0.9122,0.7617,0.6836,0.6301,0.59,0.5785,2.1249,1.3131,0.9122,0.7617,0.6836,0.6301,0.59,0.5785,2.1249,1.3131,0.9122,0.7617,0.6836,0.6301,0.59,0.5785
337,2J5U_A,1602,5.2797,3.2317,1.8717,1.4934,1.3244,1.2467,1.1865,1.1351,4.2667,2.6459,1.7631,1.5157,1.3441,1.182,1.1317,1.0599,4.2667,2.6459,1.7631,1.5157,1.3441,1.182,1.1317,1.0599,4.2667,2.6459,1.7631,1.5157,1.3441,1.182,1.1317,1.0599
338,2J72_A,845,2.2818,1.3025,0.7242,0.5816,0.5064,0.4769,0.4503,0.4343,2.1336,1.3039,0.8904,0.7456,0.6698,0.6368,0.6037,0.5842,2.1336,1.3039,0.8904,0.7456,0.6698,0.6368,0.6037,0.5842,2.1336,1.3039,0.8904,0.7456,0.6698,0.6368,0.6037,0.5842
339,2J7N_A,7519,20.432,14.0138,10.4003,9.0803,8.3345,8.1167,7.873,7.7654,12.9576,7.8935,5.2808,4.1673,3.4126,3.0893,2.8765,2.7376,12.9576,7.8935,5.2808,4.1673,3.4126,3.0893,2.8765,2.7376,12.9576,7.8935,5.2808,4.1673,3.4126,3.0893,2.8765,2.7376
340,2J9L_A,1326,4.112,2.496,1.4515,1.1758,1.0222,0.9673,0.9197,0.8846,3.4524,2.1348,1.4421,1.2721,1.0581,0.9982,0.9265,0.867,3.4524,2.1348,1.4421,1.2721,1.0581,0.9982,0.9265,0.867,3.4524,2.1348,1.4421,1.2721,1.0581,0.9982,0.9265,0.867
341,2JJQ_A,3215,6.8183,4.3094,2.8934,2.2638,2.1468,2.0634,1.9905,1.9186,5.272,3.2115,2.0188,1.6064,1.4335,1.3226,1.2302,1.1771,5.272,3.2115,2.0188,1.6064,1.4335,1.3226,1.2302,1.1771,5.272,3.2115,2.0188,1.6064,1.4335,1.3226,1.2302,1.1771
342,2JKP_B,5506,11.354,7.6167,5.6407,4.7468,4.3796,4.3007,4.1645,4.2154,7.7546,4.7047,3.0312,2.5879,2.25,2.0318,2.0883,2.0024,7.7546,4.7047,3.0312,2.5879,2.25,2.0318,2.0883,2.0024,7.7546,4.7047,3.0312,2.5879,2.25,2.0318,2.0883,2.0024
343,2JKR_A,4885,17.3008,11.3085,7.1079,6.1349,5.644,5.1908,4.9174,4.839,12.3844,7.4937,4.9414,4.722,4.0352,3.7983,3.7222,3.7177,12.3844,7.4937,4.9414,4.722,4.0352,3.7983,3.7222,3.7177,12.3844,7.4937,4.9414,4.722,4.0352,3.7983,3.7222,3.7177
344,2NNW_D,1821,4.0234,2.5093,1.5592,1.2616,1.1861,1.1145,1.0625,1.0398,3.3912,2.1593,1.4153,1.2154,1.0636,0.9552,0.89,0.8428,3.3912,2.1593,1.4153,1.2154,1.0636,0.9552,0.89,0.8428,3.3912,2.1593,1.4153,1.2154,1.0636,0.9552,0.89,0.8428
345,2NPT_D,683,2.2473,1.2763,0.7564,0.6057,0.5225,0.4836,0.4552,0.4282,2.0941,1.3035,0.9466,0.7783,0.6786,0.6543,0.5979,0.5759,2.0941,1.3035,0.9466,0.7783,0.6786,0.6543,0.5979,0.5759,2.0941,1.3035,0.9466,0.7783,0.6786,0.6543,0.5979,0.5759
346,2NRU_D,2321,5.4605,3.51,2.2099,1.87,1.7676,1.68,1.6185,1.5561,4.3408,2.6904,1.7393,1.4841,1.3086,1.1842,1.1119,1.0422,4.3408,2.6904,1.7393,1.4841,1.3086,1.1842,1.1119,1.0422,4.3408,2.6904,1.7393,1.4841,1.3086,1.1842,1.1119,1.0422
347,2NSM_A,3137,6.211,3.9184,2.6078,2.0714,1.9909,1.9048,1.8253,1.7737,4.8491,3.0164,1.9453,1.6644,1.4482,1.3216,1.2158,1.1414,4.8491,3.0164,1.9453,1.6644,1.4482,1.3216,1.2158,1.1414,4.8491,3.0164,1.9453,1.6644,1.4482,1.3216,1.2158,1.1414
348,2NTQ_B,2608,6.4135,4.134,2.5943,2.0047,1.9056,1.8389,1.7641,1.7105,5.0501,3.1564,2.0727,1.7945,1.5564,1.3892,1.3041,1.217,5.0501,3.1564,2.0727,1.7945,1.5564,1.3892,1.3041,1.217,5.0501,3.1564,2.0727,1.7945,1.5564,1.3892,1.3041,1.217
349,2NWB_A,3078,6.5086,4.2148,2.7655,2.174,2.0939,1.9833,1.9358,1.8766,5.0521,3.2392,1.9777,1.6508,1.4808,1.3285,1.242,1.1952,5.0521,3.2392,1.9777,1.6508,1.4808,1.3285,1.242,1.1952,5.0521,3.2392,1.9777,1.6508,1.4808,1.3285,1.242,1.1952
350,2NWH_A,2268,5.3843,3.3552,2.0258,1.6071,1.4855,1.4122,1.3599,1.3162,4.3318,2.7125,1.7368,1.4519,1.3241,1.14,1.0792,1.0156,4.3318,2.7125,1.7368,1.4519,1.3241,1.14,1.0792,1.0156,4.3318,2.7125,1.7368,1.4519,1.3241,1.14,1.0792,1.0156
351,2O2X_A,1561,3.6414,2.2382,1.3609,1.1113,0.9886,0.9428,0.8959,0.8688,3.1239,1.9168,1.263,1.1116,0.9916,0.8937,0.8358,0.7911,3.1239,1.9168,1.263,1.1116,0.9916,0.8937,0.8358,0.7911,3.1239,1.9168,1.263,1.1116,0.9916,0.8937,0.8358,0.7911
352,2O5H_A,1093,2.9411,1.7559,1.0416,0.7914,0.7017,0.6543,0.6264,0.6096,2.6251,1.6102,1.116,0.922,0.8459,0.7642,0.7195,0.6889,2.6251,1.6102,1.116,0.922,0.8459,0.7642,0.7195,0.6889,2.6251,1.6102,1.116,0.922,0.8459,0.7642,0.7195,0.6889
353,2O8B_B,7447,21.7744,15.1952,10.5577,9.1694,8.7314,8.2051,8.1324,7.9885,14.2745,8.752,5.7652,4.8839,4.2065,4.3289,4.3537,3.5921,14.2745,8.752,5.7652,4.8839,4.2065,4.3289,4.3537,3.5921,14.2745,8.752,5.7652,4.8839,4.2065,4.3289,4.3537,3.5921
354,2O8Q_A,945,3.2392,1.9104,1.129,0.8903,0.785,0.725,0.6949,0.6616,2.7899,1.7542,1.2175,1.0192,0.9318,0.8565,0.7895,0.7614,2.7899,1.7542,1.2175,1.0192,0.9318,0.8565,0.7895,0.7614,2.7899,1.7542,1.2175,1.0192,0.9318,0.8565,0.7895,0.7614
355,2OAJ_A,6830,19.3803,13.5354,9.5285,8.381,7.9533,7.6603,7.3481,7.324,12.6883,8.0758,5.3012,4.5147,3.7812,3.3796,3.1326,2.9183,12.6883,8.0758,5.3012,4.5147,3.7812,3.3796,3.1326,2.9183,12.6883,8.0758,5.3012,4.5147,3.7812,3.3796,3.1326,2.9183
356,2OIT_A,3371,8.3049,5.4,3.8373,2.9835,2.6992,2.7128,2.6262,2.5786,6.0134,3.6179,2.3278,1.8861,1.6844,1.4933,1.4306,1.3381,6.0134,3.6179,2.3278,1.8861,1.6844,1.4933,1.4306,1.3381,6.0134,3.6179,2.3278,1.8861,1.6844,1.4933,1.4306,1.3381
357,2OKX_A,7476,17.1324,12.1768,9.1383,7.9973,7.4414,7.2154,7.0762,7.0412,10.7709,6.8615,4.6519,3.6912,2.9495,2.6945,2.4989,2.3587,10.7709,6.8615,4.6519,3.6912,2.9495,2.6945,2.4989,2.3587,10.7709,6.8615,4.6519,3.6912,2.9495,2.6945,2.4989,2.3587
358,2OLN_A,3012,5.6907,3.7522,2.5692,2.1323,1.8978,1.8672,1.8212,1.7804,4.3692,2.7654,1.7773,1.5142,1.3592,1.2037,1.1529,1.0814,4.3692,2.7654,1.7773,1.5142,1.3592,1.2037,1.1529,1.0814,4.3692,2.7654,1.7773,1.5142,1.3592,1.2037,1.1529,1.0814
359,2OPK_A,844,2.5622,1.4857,0.8792,0.6766,0.5889,0.5483,0.5135,0.4908,2.358,1.4296,0.9813,0.8412,0.7452,0.7135,0.672,0.6469,2.358,1.4296,0.9813,0.8412,0.7452,0.7135,0.672,0.6469,2.358,1.4296,0.9813,0.8412,0.7452,0.7135,0.672,0.6469
360,2OPW_A,2213,4.8109,3.0028,1.8145,1.4793,1.3196,1.253,1.1966,1.1586,3.9261,2.4853,1.5733,1.3257,1.2155,1.0999,1.0184,0.9967,3.9261,2.4853,1.5733,1.3257,1.2155,1.0999,1.0184,0.9967,3.9261,2.4853,1.5733,1.3257,1.2155,1.0999,1.0184,0.9967
361,2OU3_A,1259,3.6751,2.1836,1.2801,1.021,0.9021,0.8394,0.7986,0.7617,3.1871,2.0168,1.35,1.1695,1.0428,0.9107,0.8531,0.7948,3.1871,2.0168,1.35,1.1695,1.0428,0.9107,0.8531,0.7948,3.1871,2.0168,1.35,1.1695,1.0428,0.9107,0.8531,0.7948
362,2OZE_A,2297,4.9713,3.143,1.9383,1.6742,1.494,1.4167,1.37,1.3398,4.0113,2.5169,1.6689,1.4183,1.2149,1.12,1.0533,0.9875,4.0113,2.5169,1.6689,1.4183,1.2149,1.12,1.0533,0.9875,4.0113,2.5169,1.6689,1.4183,1.2149,1.12,1.0533,0.9875
363,2P4G_A,1844,4.6485,2.9557,1.7364,1.5346,1.3723,1.3101,1.2551,1.2126,3.801,2.3903,1.5814,1.3855,1.1812,1.0774,0.9984,0.9229,3.801,2.3903,1.5814,1.3855,1.1812,1.0774,0.9984,0.9229,3.801,2.3903,1.5814,1.3855,1.1812,1.0774,0.9984,0.9229
364,2PJS_A,868,2.6662,1.5542,0.8735,0.6658,0.5591,0.5343,0.5004,0.4842,2.445,1.5187,1.0684,0.913,0.7973,0.7594,0.7335,0.6861,2.445,1.5187,1.0684,0.913,0.7973,0.7594,0.7335,0.6861,2.445,1.5187,1.0684,0.913,0.7973,0.7594,0.7335,0.6861
365,2PKL_A,2037,4.9361,3.0794,1.8859,1.5349,1.3473,1.2871,1.2174,1.1776,3.9972,2.4847,1.6434,1.402,1.2457,1.1224,1.0249,0.9829,3.9972,2.4847,1.6434,1.402,1.2457,1.1224,1.0249,0.9829,3.9972,2.4847,1.6434,1.402,1.2457,1.1224,1.0249,0.9829
366,2PL2_A,1536,4.2002,2.5345,1.4891,1.1911,1.0373,0.9751,0.9285,0.9024,3.519,2.175,1.4401,1.2156,1.1074,0.9721,0.9156,0.8728,3.519,2.175,1.4401,1.2156,1.1074,0.9721,0.9156,0.8728,3.519,2.175,1.4401,1.2156,1.1074,0.9721,0.9156,0.8728
367,2POR_A,2218,5.2298,3.2658,2.0183,1.7053,1.534,1.4758,1.4257,1.3864,4.2418,2.6298,1.6428,1.3261,1.2175,1.0665,1.0082,0.9616,4.2418,2.6298,1.6428,1.3261,1.2175,1.0665,1.0082,0.9616,4.2418,2.6298,1.6428,1.3261,1.2175,1.0665,1.0082,0.9616
368,2PU8_B,2892,6.0332,3.8864,2.4361,1.9568,1.8611,1.7764,1.7154,1.642,4.8099,3.0516,1.9793,1.643,1.462,1.2848,1.1833,1.0874,4.8099,3.0516,1.9793,1.643,1.462,1.2848,1.1833,1.0874,4.8099,3.0516,1.9793,1.643,1.462,1.2848,1.1833,1.0874
369,2PY2_A,995,2.3785,1.3755,0.8128,0.6129,0.5687,0.5351,0.5055,0.4911,2.2338,1.3533,0.8942,0.7765,0.7005,0.6451,0.6217,0.5981,2.2338,1.3533,0.8942,0.7765,0.7005,0.6451,0.6217,0.5981,2.2338,1.3533,0.8942,0.7765,0.7005,0.6451,0.6217,0.5981
370,2PYX_A,4093,9.0075,5.7456,4.044,3.175,2.885,2.8189,2.7711,2.6877,6.7677,4.2676,2.9115,2.2283,1.9464,1.7193,1.5649,1.5059,6.7677,4.2676,2.9115,2.2283,1.9464,1.7193,1.5649,1.5059,6.7677,4.2676,2.9115,2.2283,1.9464,1.7193,1.5649,1.5059
371,2Q1W_A,2278,4.5899,2.9464,1.8962,1.4603,1.3946,1.3194,1.3112,1.2684,3.8275,2.4234,1.5995,1.2863,1.1639,1.0265,0.953,0.9003,3.8275,2.4234,1.5995,1.2863,1.1639,1.0265,0.953,0.9003,3.8275,2.4234,1.5995,1.2863,1.1639,1.0265,0.953,0.9003
372,2Q2B_A,1095,3.2462,1.9278,1.1232,0.8637,0.7583,0.7119,0.6804,0.6512,2.8119,1.7125,1.1376,0.9599,0.8436,0.7887,0.7439,0.7216,2.8119,1.7125,1.1376,0.9599,0.8436,0.7887,0.7439,0.7216,2.8119,1.7125,1.1376,0.9599,0.8436,0.7887,0.7439,0.7216
373,2QGA_B,3644,10.8594,6.8998,4.3448,3.6155,3.2458,3.0946,3.0008,2.9419,8.115,5.1241,3.6064,3.0012,2.5927,2.2816,2.1129,1.9723,8.115,5.1241,3.6064,3.0012,2.5927,2.2816,2.1129,1.9723,8.115,5.1241,3.6064,3.0012,2.5927,2.2816,2.1129,1.9723
374,2QHP_A,2225,4.4596,2.8221,1.7107,1.363,1.2562,1.2311,1.1915,1.173,3.6626,2.2482,1.4776,1.1867,1.0732,0.9425,0.8886,0.8415,3.6626,2.2482,1.4776,1.1867,1.0732,0.9425,0.8886,0.8415,3.6626,2.2482,1.4776,1.1867,1.0732,0.9425,0.8886,0.8415
375,2QKE_D,835,2.3976,1.3916,0.8048,0.6538,0.5675,0.5398,0.51,0.4795,2.204,1.3616,0.9199,0.7919,0.7269,0.6772,0.6419,0.6187,2.204,1.3616,0.9199,0.7919,0.7269,0.6772,0.6419,0.6187,2.204,1.3616,0.9199,0.7919,0.7269,0.6772,0.6419,0.6187
376,2QKV_A,702,2.136,1.1959,0.7139,0.5553,0.4791,0.4401,0.4183,0.4001,2.0216,1.2361,0.8774,0.756,0.6638,0.6156,0.5866,0.5658,2.0216,1.2361,0.8774,0.756,0.6638,0.6156,0.5866,0.5658,2.0216,1.2361,0.8774,0.756,0.6638,0.6156,0.5866,0.5658
377,2QMH_D,1405,4.799,2.9737,1.7039,1.4103,1.2339,1.1541,1.0886,1.0396,3.8962,2.4656,1.6314,1.4776,1.3586,1.2281,1.1591,1.1058,3.8962,2.4656,1.6314,1.4776,1.3586,1.2281,1.1591,1.1058,3.8962,2.4656,1.6314,1.4776,1.3586,1.2281,1.1591,1.1058
378,2QMI_A,3550,8.2417,5.1728,3.2642,2.5922,2.331,2.2097,2.2387,2.1736,6.3878,3.9588,2.6128,2.1473,2.0008,1.9659,1.7926,1.7961,6.3878,3.9588,2.6128,2.1473,2.0008,1.9659,1.7926,1.7961,6.3878,3.9588,2.6128,2.1473,2.0008,1.9659,1.7926,1.7961
379,2QN6_B,698,1.9739,1.0963,0.5994,0.479,0.4213,0.4032,0.3884,0.3671,1.9096,1.2048,0.8369,0.7244,0.6497,0.6029,0.5727,0.5469,1.9096,1.2048,0.8369,0.7244,0.6497,0.6029,0.5727,0.5469,1.9096,1.2048,0.8369,0.7244,0.6497,0.6029,0.5727,0.5469
380,2QNL_A,1278,3.5173,2.0921,1.2332,0.972,0.8433,0.8034,0.7585,0.7314,3.0066,1.9112,1.3224,1.0862,0.9501,0.871,0.7892,0.7632,3.0066,1.9112,1.3224,1.0862,0.9501,0.871,0.7892,0.7632,3.0066,1.9112,1.3224,1.0862,0.9501,0.871,0.7892,0.7632
381,2QNR_A,1681,4.9048,3.0399,1.8732,1.5566,1.3851,1.306,1.2533,1.2053,3.9079,2.4568,1.5727,1.4157,1.2844,1.1815,1.1039,1.0373,3.9079,2.4568,1.5727,1.4157,1.2844,1.1815,1.1039,1.0373,3.9079,2.4568,1.5727,1.4157,1.2844,1.1815,1.1039,1.0373
382,2QQD_H,1134,2.8746,1.6877,0.9818,0.7834,0.6761,0.6351,0.5904,0.5721,2.6055,1.6254,1.1264,0.9381,0.8208,0.7735,0.7132,0.6903,2.6055,1.6254,1.1264,0.9381,0.8208,0.7735,0.7132,0.6903,2.6055,1.6254,1.1264,0.9381,0.8208,0.7735,0.7132,0.6903
383,2QRW_H,1041,2.7168,1.5935,0.9856,0.7371,0.6471,0.605,0.5752,0.5557,2.4749,1.5436,1.0828,0.8553,0.7456,0.7197,0.6696,0.6349,2.4749,1.5436,1.0828,0.8553,0.7456,0.7197,0.6696,0.6349,2.4749,1.5436,1.0828,0.8553,0.7456,0.7197,0.6696,0.6349
384,2QSW_A,710,2.11,1.1801,0.6935,0.5241,0.4528,0.4703,0.4052,0.3853,1.975,1.2263,0.8477,0.7619,0.6622,0.5998,0.5853,0.5614,1.975,1.2263,0.8477,0.7619,0.6622,0.5998,0.5853,0.5614,1.975,1.2263,0.8477,0.7619,0.6622,0.5998,0.5853,0.5614
385,2QU8_A,1512,3.9678,2.4204,1.4417,1.1442,1.0104,0.9433,0.8906,0.8617,3.3683,2.1457,1.426,1.1877,1.065,0.946,0.8798,0.8336,3.3683,2.1457,1.426,1.1877,1.065,0.946,0.8798,0.8336,3.3683,2.1457,1.426,1.1877,1.065,0.946,0.8798,0.8336
386,2QVW_A,5629,17.2628,11.9584,8.3706,7.3979,6.8832,6.5813,6.3306,6.3304,11.3663,6.7883,4.3867,3.8237,3.2395,3.0599,2.8576,2.794,11.3663,6.7883,4.3867,3.8237,3.2395,3.0599,2.8576,2.794,11.3663,6.7883,4.3867,3.8237,3.2395,3.0599,2.8576,2.794
387,2R00_A,2380,5.545,3.4271,2.0249,1.6498,1.5267,1.4243,1.3859,1.3456,4.499,2.7849,1.7734,1.432,1.3751,1.1851,1.1163,1.0405,4.499,2.7849,1.7734,1.432,1.3751,1.1851,1.1163,1.0405,4.499,2.7849,1.7734,1.432,1.3751,1.1851,1.1163,1.0405
388,2R44_A,2575,7.6018,4.7821,2.9741,2.4266,2.2001,2.0794,2.0532,2.0177,5.7698,3.5722,2.2483,1.8579,1.6502,1.4941,1.4308,1.3696,5.7698,3.5722,2.2483,1.8579,1.6502,1.4941,1.4308,1.3696,5.7698,3.5722,2.2483,1.8579,1.6502,1.4941,1.4308,1.3696
389,2R78_A,883,2.7102,1.5698,0.9192,0.6808,0.5938,0.5874,0.5592,0.5273,2.4501,1.4952,1.0533,0.8895,0.7599,0.723,0.7002,0.6572,2.4501,1.4952,1.0533,0.8895,0.7599,0.723,0.7002,0.6572,2.4501,1.4952,1.0533,0.8895,0.7599,0.723,0.7002,0.6572
390,2RF0_D,456,1.2677,0.7114,0.4288,0.3212,0.2779,0.2584,0.2442,0.2316,1.3283,0.8495,0.6087,0.5365,0.4818,0.4666,0.4463,0.4583,1.3283,0.8495,0.6087,0.5365,0.4818,0.4666,0.4463,0.4583,1.3283,0.8495,0.6087,0.5365,0.4818,0.4666,0.4463,0.4583
391,2RFF_A,895,2.7477,1.5871,0.9588,0.7037,0.6117,0.564,0.5338,0.5046,2.4477,1.5314,1.0607,0.8782,0.7762,0.7285,0.6654,0.6374,2.4477,1.5314,1.0607,0.8782,0.7762,0.7285,0.6654,0.6374,2.4477,1.5314,1.0607,0.8782,0.7762,0.7285,0.6654,0.6374
392,2RG4_A,1630,4.8433,3.0153,1.7884,1.5074,1.3408,1.2653,1.2024,1.1459,3.9056,2.4692,1.5708,1.361,1.2346,1.1336,1.0788,1.0189,3.9056,2.4692,1.5708,1.361,1.2346,1.1336,1.0788,1.0189,3.9056,2.4692,1.5708,1.361,1.2346,1.1336,1.0788,1.0189
393,2RR1_3,1848,7.9639,4.8155,2.7883,2.1607,1.8945,1.7681,1.6869,1.6664,6.1639,3.9587,2.6795,2.3754,2.1009,1.8817,1.7578,1.6156,6.1639,3.9587,2.6795,2.3754,2.1009,1.8817,1.7578,1.6156,6.1639,3.9587,2.6795,2.3754,2.1009,1.8817,1.7578,1.6156
394,2UX8_C,2145,5.7014,3.507,2.1654,1.6249,1.4765,1.4165,1.3816,1.3543,4.5649,2.8436,1.8677,1.4974,1.3525,1.2223,1.1304,1.098,4.5649,2.8436,1.8677,1.4974,1.3525,1.2223,1.1304,1.098,4.5649,2.8436,1.8677,1.4974,1.3525,1.2223,1.1304,1.098
395,2V0W_A,1185,2.9263,1.7389,1.0559,0.8003,0.7054,0.666,0.6321,0.6031,2.664,1.6676,1.1461,0.976,0.8503,0.8024,0.7606,0.7016,2.664,1.6676,1.1461,0.976,0.8503,0.8024,0.7606,0.7016,2.664,1.6676,1.1461,0.976,0.8503,0.8024,0.7606,0.7016
396,2V7Q_A,3715,9.0419,5.773,3.9405,3.1415,2.8549,2.7474,2.7027,2.7017,6.618,4.0448,2.6141,2.1578,1.8606,1.6979,1.5936,1.52,6.618,4.0448,2.6141,2.1578,1.8606,1.6979,1.5936,1.52,6.618,4.0448,2.6141,2.1578,1.8606,1.6979,1.5936,1.52
397,2V8S_E,1148,3.2647,1.9667,1.1623,0.9081,0.7469,0.7063,0.6861,0.659,2.8103,1.7411,1.1548,0.97,0.8534,0.8228,0.7765,0.7422,2.8103,1.7411,1.1548,0.97,0.8534,0.8228,0.7765,0.7422,2.8103,1.7411,1.1548,0.97,0.8534,0.8228,0.7765,0.7422
398,2VBK_A,3832,11.7661,7.2054,4.5508,3.6485,3.1775,2.9632,2.7795,2.7315,8.8665,5.3002,3.4538,2.9973,2.6029,2.3647,2.2085,2.1067,8.8665,5.3002,3.4538,2.9973,2.6029,2.3647,2.2085,2.1067,8.8665,5.3002,3.4538,2.9973,2.6029,2.3647,2.2085,2.1067
399,2VCH_A,3567,7.809,5.0186,3.4947,2.7095,2.4634,2.4164,2.419,2.3537,5.794,3.5931,2.2317,1.8548,1.6815,1.511,1.4038,1.3712,5.794,3.5931,2.2317,1.8548,1.6815,1.511,1.4038,1.3712,5.794,3.5931,2.2317,1.8548,1.6815,1.511,1.4038,1.3712
400,2VFK_A,1620,4.4454,2.7416,1.6209,1.2559,1.1795,1.1148,1.0712,1.0326,3.6358,2.2553,1.4813,1.2927,1.1692,1.0772,1.0063,0.958,3.6358,2.2553,1.4813,1.2927,1.1692,1.0772,1.0063,0.958,3.6358,2.2553,1.4813,1.2927,1.1692,1.0772,1.0063,0.958
